,DroppingNode,DummyID,DummyType,DummyTimeLeft,DummyDelay,DummyRoute,DummyPr
62,8,d_5_17,Dummy,0,"[0, 0, 0.19010809431860906, 0.2590700128191829, 0]","[None, None, ( id: 5, corrupt: False ), ( id: 8, corrupt: False ), Client id: 87]","[1.2214870801939575e-25, 8.223300006803345e-23, 8.610685998843468e-20, 7.209529026577677e-17, 1.9820084210326743e-14, 1.9023028323081373e-11, 1.872296357772398e-08, 1.2647776479411621e-05, 0.0017852680700141336, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
63,9,d_5_18,Dummy,0,"[0, 0, 0.2607606462606372, 0.6065283468026204, 0]","[None, None, ( id: 5, corrupt: False ), ( id: 9, corrupt: False ), Client id: 2]","[1.8087103996807474e-27, 1.047842841693788e-24, 1.7680719786205633e-21, 1.575095608666335e-18, 3.2443062536296197e-16, 2.9026250141641765e-13, 4.803645354619988e-10, 2.610481348315429e-07, 0.00016745031271847989, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
64,8,d_4_22,Dummy,0,"[0, 0, 0.11950455904757616, 0.04277487922915173, 0]","[None, None, ( id: 4, corrupt: False ), ( id: 8, corrupt: False ), Client id: 22]","[6.467947964002899e-28, 1.3819648828501702e-25, 8.529737682187463e-22, 8.068819530704689e-19, 1.7065949819204197e-16, 1.1633043159592443e-13, 2.7803554869433814e-10, 1.4933581316765134e-07, 0.00011844659805421876, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
65,8,d_4_24,Dummy,0,"[0, 0, 0.20043164731522958, 0.010601010962482652, 0]","[None, None, ( id: 4, corrupt: False ), ( id: 8, corrupt: False ), Client id: 47]","[3.9929678757364823e-28, 8.608465696240127e-26, 5.265807446656544e-22, 4.981261036812589e-19, 1.0780390114107015e-16, 7.325699580898322e-14, 1.7164439485721893e-10, 9.545429066539792e-08, 7.312264471714527e-05, 0.011437816663123586, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
66,9,d_4_23,Dummy,0,"[0, 0, 0.3444751035038582, 0.20694026402080853, 0]","[None, None, ( id: 4, corrupt: False ), ( id: 9, corrupt: False ), Client id: 33]","[2.8394438227459427e-28, 6.163530680100178e-26, 3.744574184289099e-22, 3.5422300706222853e-19, 7.799518259065964e-17, 5.2093863686388064e-14, 1.2205823634291124e-10, 6.965733660026377e-08, 5.199832513219219e-05, 0.014369922152362633, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
67,7,d_6_26,Dummy,0,"[0, 0, 0.3061538517574084, 0.24660954513016436, 0]","[None, None, ( id: 6, corrupt: False ), ( id: 7, corrupt: False ), Client id: 2]","[1.1091394444012597e-28, 2.7337408728203316e-26, 2.3956902935147003e-22, 2.286696856595944e-19, 3.132969244864701e-17, 2.4937653864150814e-14, 8.202645186327178e-11, 3.371785456642654e-08, 3.701502218036814e-05, 0.009205622566801774, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
68,8,d_6_27,Dummy,0,"[0, 0, 0.023892656313231057, 0.47143036119954346, 0]","[None, None, ( id: 6, corrupt: False ), ( id: 8, corrupt: False ), Client id: 62]","[1.2434299311309922e-29, 2.7383823415310166e-27, 2.721104241167929e-23, 2.6036263596451626e-20, 3.1732921820969316e-18, 2.6484956217322206e-15, 9.359786319506636e-12, 3.429218003858211e-09, 4.386026568927833e-06, 0.0011720053685784243, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
69,9,d_4_25,Dummy,0,"[0, 0, 0.3795400634346148, 0.191453222927186, 0]","[None, None, ( id: 4, corrupt: False ), ( id: 9, corrupt: False ), Client id: 77]","[7.049910424720531e-31, 1.2133131875810022e-28, 1.1031139844502182e-24, 1.0539518567915237e-21, 1.5866763310146705e-19, 1.0650155827264527e-16, 3.7073256571534277e-13, 1.4545197224429526e-10, 1.7981153165927284e-07, 6.747903595878099e-05, 0.01164280840438197, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
70,7,d_6_29,Dummy,0,"[0, 0, 0.3294519813739899, 0.10146341901439011, 0]","[None, None, ( id: 6, corrupt: False ), ( id: 7, corrupt: False ), Client id: 48]","[1.0775579189001901e-31, 1.1425432793086905e-29, 2.488234837032858e-25, 2.4037720973685556e-22, 1.4088468800534052e-20, 1.2235440787691819e-17, 8.714819909020959e-14, 1.556116512610766e-11, 4.670907023259738e-08, 1.0946806361098576e-05, 0.005868914161050381, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
71,8,d_6_28,Dummy,0,"[0, 0, 1.0330512864850308, 0.4692868489790169, 0]","[None, None, ( id: 6, corrupt: False ), ( id: 8, corrupt: False ), Client id: 34]","[3.436017000255774e-32, 3.3984774502569686e-30, 7.959659123905346e-26, 7.693718472497118e-23, 4.216237153553692e-21, 3.982014764428525e-18, 2.7906866171302844e-14, 4.6665258962027195e-12, 1.506401569554914e-08, 3.439173390084197e-06, 0.002210486133416541, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
72,9,d_4_26,Dummy,0,"[0, 0, 0.17011137964829368, 0.12920533057244007, 0]","[None, None, ( id: 4, corrupt: False ), ( id: 9, corrupt: False ), Client id: 91]","[8.278262886233634e-32, 1.2990005326762658e-29, 1.3587871822360063e-25, 1.301453397208158e-22, 1.7042896762251198e-20, 1.1576087518749027e-17, 4.601021365268894e-14, 1.5662634877725955e-11, 2.2970276286116694e-08, 7.648969823961826e-06, 0.002306433352317032, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
73,9,d_5_19,Dummy,0,"[0, 0, 0.33250078578273684, 0.5721723660257955, 0]","[None, None, ( id: 5, corrupt: False ), ( id: 9, corrupt: False ), Client id: 42]","[6.11979098250104e-33, 9.653133996531606e-32, 1.458862688092558e-26, 1.418877740321289e-23, 9.623011949501256e-23, 1.549835019853398e-19, 5.170936312206787e-15, 1.1624433905968426e-13, 3.0280336879646845e-09, 3.40264961196346e-07, 0.00039802704179010595, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
74,9,d_5_21,Dummy,0,"[0, 0, 0.0881487608412604, 0.2882337081758028, 0]","[None, None, ( id: 5, corrupt: False ), ( id: 9, corrupt: False ), Client id: 76]","[1.06734938860666e-33, 1.5924495034912157e-32, 2.547409466717754e-27, 2.4777606028811796e-24, 1.7376593029006905e-23, 4.4703273157911384e-20, 9.031023007504637e-16, 2.1263520414052847e-14, 5.289800182123096e-10, 6.392914194114319e-08, 8.745558653526103e-05, 0.004774305555555555, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
75,8,d_5_22,Dummy,0,"[0, 0, 0.09529026240745804, 0.058930168102325535, 0]","[None, None, ( id: 5, corrupt: False ), ( id: 8, corrupt: False ), Client id: 25]","[7.085732302248676e-34, 1.0656888201709848e-32, 1.691350960430237e-27, 1.6451202010887415e-24, 1.2063154642034374e-23, 3.304168238738784e-20, 5.996269400731604e-16, 1.4833662699159366e-14, 3.51233303470195e-10, 4.503799324513994e-08, 6.483204227582233e-05, 0.013588078659205149, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
76,8,d_5_20,Dummy,0,"[0, 0, 0.64574362702259, 0.3492281245356336, 0]","[None, None, ( id: 5, corrupt: False ), ( id: 8, corrupt: False ), Client id: 38]","[3.7284445174686716e-34, 5.595032023806395e-33, 8.901891846079073e-28, 8.658693681218225e-25, 6.5584802896991825e-24, 1.8756573046059467e-20, 3.156071488449902e-16, 8.100774649544435e-15, 1.8487752215893318e-10, 2.481445483411526e-08, 3.7305049234477466e-05, 0.012519084750296245, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
77,8,d_6_30,Dummy,0,"[0, 0, 0.1191065183248095, 0.03993154424074226, 0]","[None, None, ( id: 6, corrupt: False ), ( id: 8, corrupt: False ), Client id: 39]","[4.1266761511575095e-34, 2.413790157491477e-32, 9.729707538085386e-28, 9.432985027972618e-25, 3.1224595702105007e-23, 3.7033006974956754e-20, 3.4305425116910113e-16, 3.503291674989099e-14, 1.9229295995810229e-10, 3.355379070212386e-08, 3.887270457702893e-05, 0.004728769173213619, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
78,8,d_5_23,Dummy,0,"[0, 0, 0.07572240950607648, 0.4323046608134541, 0]","[None, None, ( id: 5, corrupt: False ), ( id: 8, corrupt: False ), Client id: 99]","[2.7936881140344207e-34, 4.176276996604768e-33, 6.670710183085872e-28, 6.488501956547474e-25, 4.933543944451181e-24, 1.420049843020349e-20, 2.365064524756749e-16, 6.0996092471153446e-15, 1.385443359656694e-10, 1.8720076257852168e-08, 2.8398720622525378e-05, 0.01025647725701155, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
79,7,d_5_25,Dummy,0,"[0, 0, 0.07646272904369714, 0.21509285584579027, 0]","[None, None, ( id: 5, corrupt: False ), ( id: 7, corrupt: False ), Client id: 24]","[5.316796352842453e-35, 8.066561400427763e-34, 1.2697043532606791e-28, 1.2350324907312182e-25, 9.96407630270087e-25, 3.222494460689772e-21, 4.501766802437237e-17, 1.2385808911323857e-15, 2.637189524952405e-11, 3.8415685267241496e-09, 6.116314344537638e-06, 0.0030211676029375553, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
80,8,d_5_24,Dummy,0,"[0, 0, 0.3457258034038463, 0.40061111205270544, 0]","[None, None, ( id: 5, corrupt: False ), ( id: 8, corrupt: False ), Client id: 97]","[1.9786805091113416e-35, 3.059256959491983e-34, 4.7256263300451413e-29, 4.596602685078344e-26, 3.929484926672542e-25, 1.4483250415544533e-21, 1.6755014317630055e-17, 4.906616115905296e-16, 9.815441583628726e-12, 1.53510207354159e-09, 2.538164491209551e-06, 0.0015059906398207357, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
81,9,d_5_26,Dummy,0,"[0, 0, 0.27172364488912304, 0.10239059769073718, 0]","[None, None, ( id: 5, corrupt: False ), ( id: 9, corrupt: False ), Client id: 56]","[1.8519005774795677e-35, 2.855306495525851e-34, 4.422971343209095e-29, 4.302218446456522e-26, 3.667519264894373e-25, 1.3517700387841564e-21, 1.5682006051799264e-17, 4.579508374844943e-16, 9.186908679341145e-12, 1.432761935305484e-09, 2.3689535251289146e-06, 0.0014055912638326865, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
82,7,d_5_28,Dummy,0,"[0, 0, 0.12911175700687308, 0.04966024422621079, 0]","[None, None, ( id: 5, corrupt: False ), ( id: 7, corrupt: False ), Client id: 89]","[2.6256656135742043e-36, 4.186281097707678e-35, 6.271763882717578e-30, 6.100580610692559e-27, 5.728805062755736e-26, 2.1506726014840398e-22, 2.2237497255165693e-18, 7.202967357925532e-17, 1.3027625376280428e-12, 2.2832204906657212e-10, 3.983620499522436e-07, 0.00029020539190887664, 0.006313131313131314, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
83,9,d_5_27,Dummy,0,"[0, 0, 0.1467166609444004, 0.28405802860841584, 0]","[None, None, ( id: 5, corrupt: False ), ( id: 9, corrupt: False ), Client id: 71]","[2.6256656135742043e-36, 4.186281097707678e-35, 6.271763882717579e-30, 6.1005806106925584e-27, 5.728805062755736e-26, 2.1506726014840398e-22, 2.2237497255165697e-18, 7.20296735792553e-17, 1.302762537628043e-12, 2.2832204906657212e-10, 3.983620499522436e-07, 0.0002902053919088766, 0.006313131313131314, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
84,7,d_6_31,Dummy,0,"[0, 0, 0.09114254667719122, 0.05819411221992003, 0]","[None, None, ( id: 6, corrupt: False ), ( id: 7, corrupt: False ), Client id: 66]","[1.170937785431827e-37, 6.522488978892182e-36, 2.7700118607271206e-31, 2.6870466129771755e-28, 9.644912096815357e-27, 1.821408658974854e-23, 9.776893025017622e-20, 1.1250207736372272e-17, 5.517944037607011e-14, 1.7686602595819622e-11, 3.2389255480217896e-08, 3.33234500504054e-05, 0.003907484824732865, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
85,7,d_5_29,Dummy,0,"[0, 0, 0.5551551991375265, 0.05744054327840666, 0]","[None, None, ( id: 5, corrupt: False ), ( id: 7, corrupt: False ), Client id: 10]","[4.141815641500167e-38, 7.27694364114021e-37, 9.89815608756326e-32, 9.628268572770323e-29, 1.1741714883740484e-27, 4.0037906667484385e-24, 3.5098214690436235e-20, 1.4999219416309577e-18, 2.05641235720164e-14, 4.89476022751257e-12, 9.512801482497158e-09, 9.310444842234565e-06, 0.0016437076384792151, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
86,7,d_5_30,Dummy,0,"[0, 0, 0.07554819417791953, 0.6674146018933046, 0]","[None, None, ( id: 5, corrupt: False ), ( id: 7, corrupt: False ), Client id: 76]","[1.3861666874032569e-38, 2.4584145357525047e-37, 3.3139655015229424e-32, 3.2236785156046517e-29, 4.152172019432809e-28, 1.4354041445784576e-24, 1.1751844952712064e-20, 5.324922801643023e-19, 6.8860079719921834e-15, 1.7498764094049678e-12, 3.4828184930298177e-09, 3.588861962110614e-06, 0.0008256833990876074, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
87,9,d_4_27,Dummy,0,"[0, 0, 0.06956947349475869, 0.7005060027971919, 0]","[None, None, ( id: 4, corrupt: False ), ( id: 9, corrupt: False ), Client id: 15]","[1.4561526842161592e-38, 1.6052849184506273e-36, 2.7580641762392036e-32, 2.659498765297845e-29, 2.2333016193140248e-27, 2.4038029688532652e-24, 9.529439923971328e-21, 2.141977638381933e-18, 5.116525977628727e-15, 1.9165062594886544e-12, 2.7100798305326353e-09, 2.9725348496418244e-06, 0.0010308665449196097, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
88,9,d_6_33,Dummy,0,"[0, 0, 0.1427799324240364, 0.04766815864780497, 0]","[None, None, ( id: 6, corrupt: False ), ( id: 9, corrupt: False ), Client id: 73]","[2.675870897209453e-39, 1.4662420477777165e-37, 6.337894409346541e-33, 6.149333366385141e-30, 2.2802403791500933e-28, 4.217023206286695e-25, 2.2378517426430837e-21, 2.694595318450938e-19, 1.2661690945776058e-15, 4.776045122041278e-13, 9.312535268959609e-10, 1.0465691335234272e-06, 0.0001454615253224858, 0.004513888888888889, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
89,9,d_4_29,Dummy,0,"[0, 0, 0.23130222464754174, 0.8405923111435852, 0]","[None, None, ( id: 4, corrupt: False ), ( id: 9, corrupt: False ), Client id: 23]","[7.1605282040685325e-40, 7.53741580266357e-38, 1.3797094719287683e-33, 1.3313862680422749e-30, 1.0738875485940822e-28, 1.3153292793148545e-25, 4.7775706321141395e-22, 1.0467541505063659e-19, 2.5845960257944627e-16, 1.0928647618765675e-13, 1.7543526907478283e-10, 2.07953129353175e-07, 8.925048689472787e-05, 0.01954820299727707, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
90,8,d_6_32,Dummy,0,"[0, 0, 0.3777858393150776, 0.23432827597784683, 0]","[None, None, ( id: 6, corrupt: False ), ( id: 8, corrupt: False ), Client id: 54]","[1.8863114561974434e-39, 1.0263694334444019e-37, 4.4683898295546334e-33, 4.335546076707018e-30, 1.596168265405065e-28, 3.0360995122609993e-25, 1.5778129060900588e-21, 1.8862167229156564e-19, 8.929628455494618e-16, 3.343231585428894e-13, 6.518774688271725e-10, 7.32598393466399e-07, 0.00011873885522557848, 0.013297158398110043, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
91,7,d_4_28,Dummy,0,"[0, 0, 0.2776008800338272, 0.5752097708633614, 0]","[None, None, ( id: 4, corrupt: False ), ( id: 7, corrupt: False ), Client id: 70]","[5.114663002906094e-40, 5.42931872037985e-38, 9.85506765663406e-34, 9.509901914587677e-31, 7.815207027375222e-29, 9.395209137963246e-26, 3.4125504515101e-22, 7.669506690686177e-20, 1.8461400184246163e-16, 8.481767470168453e-14, 1.415916507761742e-10, 1.7139452715445126e-07, 6.375034778194847e-05, 0.013963002140912192, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
92,9,d_6_34,Dummy,0,"[0, 0, 0.31470906632665757, 0.3441245960104505, 0]","[None, None, ( id: 6, corrupt: False ), ( id: 9, corrupt: False ), Client id: 16]","[1.7562986098042296e-39, 9.53057331055516e-38, 4.160620148664441e-33, 4.036960734710722e-30, 1.4821562464475602e-28, 2.8192352613852135e-25, 1.4691611563504864e-21, 1.7514869569931096e-19, 8.315572161405978e-16, 3.1044293293268304e-13, 6.053147924823744e-10, 6.802699367902276e-07, 0.00011025750842375145, 0.01234736136967361, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
93,7,d_6_35,Dummy,0,"[0, 0, 0.0820802513841947, 0.6672545684397171, 0]","[None, None, ( id: 6, corrupt: False ), ( id: 7, corrupt: False ), Client id: 35]","[5.875324868297893e-40, 3.1480702802772207e-38, 1.3922890063862388e-33, 1.3509802417631399e-30, 4.9177701548347506e-29, 9.652770265877992e-26, 4.916816297247925e-22, 5.817911412144159e-20, 2.78475153238694e-16, 1.0411510258465958e-13, 2.0393401632453827e-10, 2.3054544252418824e-07, 4.390925512888675e-05, 0.008643379251043233, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
94,7,d_5_31,Dummy,0,"[0, 0, 0.551503215187353, 0.12519420348669513, 0]","[None, None, ( id: 5, corrupt: False ), ( id: 7, corrupt: False ), Client id: 87]","[2.2420839094123297e-41, 4.084069500351793e-40, 5.376455288237279e-35, 5.230895530741022e-32, 8.936656199614875e-31, 3.5698081861606455e-27, 1.907505971382408e-23, 1.1679416769223152e-21, 1.1184286998912716e-17, 3.9654625839568465e-15, 8.744631339758076e-12, 1.0838757193494366e-08, 4.89744121906684e-06, 0.00201402575572965, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
95,7,d_6_36,Dummy,0,"[0, 0, 0.03121329348798006, 0.029289494383069273, 0]","[None, None, ( id: 6, corrupt: False ), ( id: 7, corrupt: False ), Client id: 37]","[4.088605251382984e-41, 2.1197903275538862e-39, 9.698360775294084e-35, 9.412161732074909e-32, 3.384486339750416e-30, 7.14280982870395e-27, 3.4259917255298967e-23, 4.025466283878398e-21, 1.944244657486299e-17, 7.532178272507504e-15, 1.5056110301148202e-11, 1.746269473077194e-08, 4.46380045224357e-06, 0.001510538486684911, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
96,9,d_4_30,Dummy,0,"[0, 0, 1.0648432892195099, 0.058322991645452356, 0]","[None, None, ( id: 4, corrupt: False ), ( id: 9, corrupt: False ), Client id: 0]","[4.873072826719704e-43, 3.82070605801726e-41, 1.0250795636447927e-36, 9.927282435986417e-34, 6.415811296280839e-32, 1.3505525098188188e-28, 3.5875232878923355e-25, 6.88417610629293e-23, 2.010798940384143e-19, 1.2965757626010927e-16, 2.743425565476239e-13, 3.685311994285117e-10, 1.955031784500865e-07, 0.00010245199007379557, 0.009712668632205232, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
97,7,d_4_32,Dummy,0,"[0, 0, 0.1319162914168901, 0.44335280582637104, 0]","[None, None, ( id: 4, corrupt: False ), ( id: 7, corrupt: False ), Client id: 92]","[3.409863203760572e-43, 2.627909250734641e-41, 7.199677555026823e-37, 6.9734704330723225e-34, 4.446296225462802e-32, 9.555377707431229e-29, 2.520790617145592e-25, 4.7892890409503574e-23, 1.4148739902634902e-19, 9.173459255006942e-17, 1.950745964061069e-13, 2.6253193589525304e-10, 1.402594947541358e-07, 7.402346266722702e-05, 0.008909891015481458, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
98,7,d_4_31,Dummy,0,"[0, 0, 0.6004525136056772, 0.022837045913175286, 0]","[None, None, ( id: 4, corrupt: False ), ( id: 7, corrupt: False ), Client id: 39]","[3.1825389901765346e-43, 2.452715300685665e-41, 6.719699051358369e-37, 6.508572404200834e-34, 4.149876477098616e-32, 9.090612444767251e-29, 2.3527379093358865e-25, 4.470003104887001e-23, 1.320549057579257e-19, 8.561895304673148e-17, 1.8206962331236648e-13, 2.450298068355695e-10, 1.3437025289828778e-07, 7.116293690127792e-05, 0.008315898281116027, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
99,9,d_4_33,Dummy,0,"[0, 0, 0.03336175883432542, 0.2899634033336281, 0]","[None, None, ( id: 4, corrupt: False ), ( id: 9, corrupt: False ), Client id: 50]","[9.338728288164039e-44, 7.154140621330669e-42, 1.9790486317293077e-37, 1.9171413760738888e-34, 1.2315549348747071e-32, 2.757299942097219e-29, 6.932066190575263e-26, 1.3380846152467898e-23, 3.8961570888739583e-20, 2.6585764114489085e-17, 5.71319268464097e-14, 7.718331654078982e-11, 4.1597060762466665e-08, 2.2251554450603096e-05, 0.0038322969344182266, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
100,8,d_6_37,Dummy,0,"[0, 0, 0.9581947955201502, 0.1055653254643538, 0]","[None, None, ( id: 6, corrupt: False ), ( id: 8, corrupt: False ), Client id: 28]","[2.624709214989239e-44, 1.3120674023012193e-42, 6.240779898248893e-38, 6.059031474864291e-35, 2.3112688359254492e-33, 6.217054994301092e-30, 2.2062276071790015e-26, 2.8112808452203253e-24, 1.2580488899298031e-20, 6.206965235941541e-18, 1.3241416299015489e-14, 1.6551967590974634e-11, 7.0088115293449605e-09, 3.554511711378386e-06, 0.0009931119635468342, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
101,8,d_6_38,Dummy,0,"[0, 0, 0.35617231784267167, 0.2925285040336214, 0]","[None, None, ( id: 6, corrupt: False ), ( id: 8, corrupt: False ), Client id: 61]","[2.624709214989239e-44, 1.3120674023012193e-42, 6.240779898248893e-38, 6.05903147486429e-35, 2.3112688359254492e-33, 6.217054994301092e-30, 2.2062276071790015e-26, 2.8112808452203253e-24, 1.258048889929803e-20, 6.206965235941541e-18, 1.3241416299015489e-14, 1.6551967590974634e-11, 7.0088115293449605e-09, 3.5545117113783855e-06, 0.0009931119635468342, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
102,8,d_5_32,Dummy,0,"[0, 0, 0.1241210490062486, 0.029393645288529616, 0]","[None, None, ( id: 5, corrupt: False ), ( id: 8, corrupt: False ), Client id: 10]","[6.06413430973316e-45, 1.5599448428285844e-43, 1.4562236159840975e-38, 1.4169148703648383e-35, 4.104282903286781e-34, 1.4165121575565394e-30, 5.1676965274252076e-27, 5.421124793676644e-25, 3.0308935820282284e-21, 1.8733011485465473e-18, 4.342661203476413e-15, 5.792430933924986e-12, 2.3648069742726713e-09, 1.2223324893057867e-06, 0.0005349892446092036, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
