,DroppingNode,DummyID,DummyType,DummyTimeLeft,DummyDelay,DummyRoute,DummyPr
103,7,d_4_34,Dummy,0,"[0, 0, 0.2405415299692108, 0.8132790300888663, 0]","[None, None, ( id: 4, corrupt: False ), ( id: 7, corrupt: False ), Client id: 87]","[2.0046878428225222e-45, 1.5019413631535778e-43, 4.28488540709803e-39, 4.152220073587062e-36, 2.6751471515288583e-34, 6.413429894913868e-31, 1.5023435837478267e-27, 2.9546436881741135e-25, 8.470625601526167e-22, 6.265899880818455e-19, 1.3703308071561604e-15, 1.862913378149249e-12, 1.0106770144783263e-09, 5.517818467055468e-07, 0.0001401777769860879, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
104,9,d_6_39,Dummy,0,"[0, 0, 0.01810485078492238, 0.573837322848133, 0]","[None, None, ( id: 6, corrupt: False ), ( id: 9, corrupt: False ), Client id: 27]","[6.307087516446954e-46, 3.2249355557500203e-44, 1.500108979066796e-39, 1.4564981813554095e-36, 5.876280633830763e-35, 1.6445463193639482e-31, 5.30367370429985e-28, 7.198511110665064e-26, 3.0261957266915976e-22, 1.6651052506343132e-19, 3.6087780411471664e-16, 4.586905855609412e-13, 2.0142324244278005e-10, 1.0551528523207803e-07, 3.749478542501047e-05, 0.014243536077340791, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
105,8,d_4_35,Dummy,0,"[0, 0, 0.22317158165407516, 0.09415700526886098, 0]","[None, None, ( id: 4, corrupt: False ), ( id: 8, corrupt: False ), Client id: 51]","[9.94781600511937e-47, 7.189289835228334e-45, 2.1414005509933928e-40, 2.075662254579795e-37, 1.3010130670927665e-35, 3.312602803239575e-32, 7.514069657152317e-29, 1.4475798232993448e-26, 4.247581589480874e-23, 3.1559236060129515e-20, 6.950434060517818e-17, 9.472176029119771e-14, 5.352591647425515e-11, 2.9549781667839256e-08, 8.076624094875409e-06, 0.002633105750281112, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
106,7,d_4_36,Dummy,0,"[0, 0, 0.0815909183016906, 0.33006943049841353, 0]","[None, None, ( id: 4, corrupt: False ), ( id: 7, corrupt: False ), Client id: 77]","[1.365800269889113e-48, 1.0033860555266183e-46, 2.96547563905577e-42, 2.8753770578868174e-39, 1.9346694225978718e-37, 7.784931918647085e-34, 1.0415728300763152e-30, 2.213315189055811e-28, 5.906083868102826e-25, 5.312644976649196e-22, 1.1967666868250275e-18, 1.6437328601396937e-15, 1.398064311101528e-12, 8.056136166188811e-10, 1.9194998723324405e-07, 0.00018938031229970864, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
107,8,d_5_33,Dummy,0,"[0, 0, 0.15116243616155592, 0.10347994225130117, 0]","[None, None, ( id: 5, corrupt: False ), ( id: 8, corrupt: False ), Client id: 60]","[2.517614386346183e-48, 7.394021128410773e-47, 6.048274238252984e-42, 5.885153142577764e-39, 2.0253938599264315e-37, 9.841769799305507e-34, 2.1464948438259438e-30, 2.680740512307925e-28, 1.2590487413446489e-24, 9.294602894792986e-22, 2.1744783113162886e-18, 2.936911147013598e-15, 1.7942550574303149e-12, 1.0010772348127704e-09, 3.529574980317229e-07, 0.00021475508062445277, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
108,8,d_6_40,Dummy,0,"[0, 0, 0.0028719862036401386, 0.4368100783677577, 0]","[None, None, ( id: 6, corrupt: False ), ( id: 8, corrupt: False ), Client id: 65]","[5.8303878028221174e-49, 3.0308148643284935e-47, 1.387799486904428e-42, 1.3476276314951417e-39, 5.8018341453722e-38, 2.409844144996748e-34, 4.907782413890606e-31, 7.177744784311175e-29, 2.804632394177048e-25, 1.7642375031989312e-22, 3.897719894175485e-19, 5.051965896087375e-16, 3.711913929166588e-13, 2.091383318847716e-10, 5.393878548151395e-08, 4.941382173571188e-05, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
109,9,d_4_37,Dummy,0,"[0, 0, 0.28686725257179907, 0.005935399716935323, 0]","[None, None, ( id: 4, corrupt: False ), ( id: 9, corrupt: False ), Client id: 82]","[9.216763287462022e-50, 7.279088840770192e-48, 2.0147446961199334e-43, 1.954028170277679e-40, 1.5186899912223014e-38, 1.0914046665171472e-34, 7.081752120216381e-32, 1.7926107611110896e-29, 4.025250246587406e-26, 4.733774455977139e-23, 1.0878431064573625e-19, 1.5041471101087494e-16, 2.0876997338139448e-13, 1.2307056823653272e-10, 2.160066760969963e-08, 2.852568296688082e-05, 0.008249937931890593, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
110,8,d_5_34,Dummy,0,"[0, 0, 0.10812117682603074, 0.05761322307149342, 0]","[None, None, ( id: 5, corrupt: False ), ( id: 8, corrupt: False ), Client id: 23]","[1.7699944163194625e-51, 5.714376036813118e-50, 4.2564029943294273e-45, 4.141845100739793e-42, 1.6367363709978705e-40, 1.3415631434334915e-36, 1.5108105603572358e-33, 2.1710511137582746e-31, 8.863677754882719e-28, 7.554081756236662e-25, 1.7841876457647266e-21, 2.4406260526942367e-18, 2.5941268768234453e-15, 1.5135101171732844e-12, 3.6152334946876914e-10, 4.095881579892817e-07, 0.0004591939058221722, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
111,7,d_6_41,Dummy,0,"[0, 0, 0.1473910472857879, 0.19410671058078002, 0]","[None, None, ( id: 6, corrupt: False ), ( id: 7, corrupt: False ), Client id: 24]","[8.360366636467484e-53, 4.1268338564549834e-51, 2.006018195322976e-46, 1.950548672283399e-43, 1.0788730937831449e-41, 1.052679179797366e-37, 7.11168867327149e-35, 1.404077741819415e-32, 4.12869326838159e-29, 4.464460302035894e-26, 1.0543129711113229e-22, 1.4545617907917672e-19, 2.0463848644256914e-16, 1.2182645383901438e-13, 2.6689072450488107e-11, 4.399603151343789e-08, 5.22476932904761e-05, 0.01969734778287883, 0.0, 0.0, 0.0, 0.0, 0.0]"
112,7,d_4_38,Dummy,0,"[0, 0, 0.45732159061840605, 0.3247738043641297, 0]","[None, None, ( id: 4, corrupt: False ), ( id: 7, corrupt: False ), Client id: 55]","[1.39430298702709e-52, 8.972778799093018e-51, 3.1837919447049798e-46, 3.092784622291218e-43, 2.165041948131015e-41, 2.2147580391897937e-37, 1.1243686713334731e-34, 2.6852782908998767e-32, 6.486806684994406e-29, 8.072949953174983e-26, 1.8996805150221642e-22, 2.6470032063716005e-19, 4.3591906967543744e-16, 2.5947417985694444e-13, 4.615135487464587e-11, 7.277723414863381e-08, 8.0425980837134e-05, 0.0035590475975342327, 0.0, 0.0, 0.0, 0.0, 0.0]"
113,7,d_6_42,Dummy,0,"[0, 0, 0.24785915844234335, 0.3893922729869253, 0]","[None, None, ( id: 6, corrupt: False ), ( id: 7, corrupt: False ), Client id: 99]","[4.853388750384545e-53, 2.474735830907935e-51, 1.1648650939664125e-46, 1.1327069908047936e-43, 6.578634447233899e-42, 6.757410773688519e-38, 4.130007337777844e-35, 8.580785494320363e-33, 2.3989728801550784e-29, 2.7549854000425075e-26, 6.519884842231847e-23, 9.011743251203331e-20, 1.3197438079060212e-16, 7.864215391723097e-14, 1.6734279962570125e-11, 2.7788774766851325e-08, 3.429137209020518e-05, 0.014520493480740582, 0.0, 0.0, 0.0, 0.0, 0.0]"
114,7,d_6_43,Dummy,0,"[0, 0, 0.2731014825077954, 0.2496464161201714, 0]","[None, None, ( id: 6, corrupt: False ), ( id: 7, corrupt: False ), Client id: 96]","[1.6011519107371834e-53, 6.924750203442826e-52, 3.847465646138602e-47, 3.7419786262403246e-44, 1.865610820142609e-42, 2.9415653296506623e-38, 1.3646070389363704e-35, 2.4376793055587288e-33, 7.944593126892827e-30, 7.885921432750269e-27, 1.8693146482638432e-23, 2.5874426256126843e-20, 5.811497473457381e-17, 3.471071194033726e-14, 4.848566685915089e-12, 8.095628796610997e-09, 1.5745349683358515e-05, 0.004679372821019644, 0.0, 0.0, 0.0, 0.0, 0.0]"
115,8,d_5_35,Dummy,0,"[0, 0, 0.04097894448516738, 0.726157811476372, 0]","[None, None, ( id: 5, corrupt: False ), ( id: 8, corrupt: False ), Client id: 90]","[9.008394321965229e-54, 2.653734258641692e-52, 2.169677127654707e-47, 2.1114722033910736e-44, 7.911692323769024e-43, 1.1792291453910305e-38, 7.703197521551671e-36, 1.0514127732243794e-33, 4.52083670418584e-30, 3.669414817707247e-27, 8.73666668488412e-24, 1.20774728525732e-20, 2.3397950251860504e-17, 1.390173482405725e-14, 2.0649443053944922e-12, 2.961860472082009e-09, 5.880464814436822e-06, 0.0014952793897992137, 0.0, 0.0, 0.0, 0.0, 0.0]"
116,7,d_4_39,Dummy,0,"[0, 0, 0.2617721070133916, 0.015895434277442673, 0]","[None, None, ( id: 4, corrupt: False ), ( id: 7, corrupt: False ), Client id: 38]","[4.177676813971726e-54, 1.8985683363312404e-52, 9.756288244051862e-48, 9.484954597755908e-45, 4.79793095032777e-43, 8.055069031847516e-39, 3.4535336287088524e-36, 6.033859989845007e-34, 2.0070269644178195e-30, 1.8738140822054063e-27, 4.433150891823205e-24, 6.187752596420565e-21, 1.6021680278448103e-17, 9.569777830864507e-15, 1.121052507100719e-12, 1.8183384880787846e-09, 3.793658950718032e-06, 0.0005966349698941138, 0.0, 0.0, 0.0, 0.0, 0.0]"
117,9,d_6_44,Dummy,0,"[0, 0, 0.07436027972829728, 0.29532631550426214, 0]","[None, None, ( id: 6, corrupt: False ), ( id: 9, corrupt: False ), Client id: 13]","[7.502532747231286e-55, 2.800934644499836e-53, 1.8065114855149144e-48, 1.7575766095832415e-45, 8.061823279236875e-44, 1.4641379699112778e-39, 6.411319818716889e-37, 1.0621866473754134e-34, 3.7473486140227345e-31, 3.55790242108637e-28, 8.49585500510799e-25, 1.183455418451673e-21, 2.9170657689068637e-18, 1.7452228745242033e-15, 2.3065364766179287e-13, 3.939913396402988e-10, 8.137669149622978e-07, 0.00031748169135067586, 0.0, 0.0, 0.0, 0.0, 0.0]"
118,8,d_5_36,Dummy,0,"[0, 0, 0.08071219564023786, 0.3104938827714142, 0]","[None, None, ( id: 5, corrupt: False ), ( id: 8, corrupt: False ), Client id: 16]","[2.0307216186688654e-54, 6.3389525844650515e-53, 4.891145607416948e-48, 4.759941009419122e-45, 1.8986133434518132e-43, 3.010332535290838e-39, 1.7365548925653853e-36, 2.5236663121781588e-34, 1.019151975016195e-30, 8.810547454006745e-28, 2.099624262784525e-24, 2.9058749879214646e-21, 5.9828161394535144e-18, 3.558664102584127e-15, 5.041266224573147e-13, 7.373509697312326e-10, 1.5314869230773154e-06, 0.0004151477703661528, 0.0, 0.0, 0.0, 0.0, 0.0]"
119,8,d_6_45,Dummy,0,"[0, 0, 0.08854101390756282, 0.215607905139966, 0]","[None, None, ( id: 6, corrupt: False ), ( id: 8, corrupt: False ), Client id: 84]","[3.651979905414122e-55, 1.132580092870732e-53, 8.797873968468808e-49, 8.560260007873352e-46, 3.276687616471229e-44, 7.3064409462202345e-40, 3.1228485409238127e-37, 4.3198906963128106e-35, 1.8270148587223424e-31, 1.4506772535062047e-28, 3.4658621589136694e-25, 4.830049764533003e-22, 1.4585535956001072e-18, 8.729634676829921e-16, 9.439333638865139e-14, 1.6148413702544472e-10, 4.096075356399541e-07, 0.0001325587247884788, 0.0, 0.0, 0.0, 0.0, 0.0]"
120,8,d_5_37,Dummy,0,"[0, 0, 0.03226106629886929, 0.003922189237284865, 0]","[None, None, ( id: 5, corrupt: False ), ( id: 8, corrupt: False ), Client id: 25]","[1.4215051330682059e-54, 4.485899212287475e-53, 3.4238019251918627e-48, 3.331958706593386e-45, 1.3444997688326964e-43, 2.160218282040524e-39, 1.2155884247957697e-36, 1.7871846422196513e-34, 7.134063825113365e-31, 6.239672293366736e-28, 1.4871575927490467e-24, 2.058569327790698e-21, 4.294440386483193e-18, 2.5548705677063817e-15, 3.578796694977447e-13, 5.248864728822264e-10, 1.1026013814523273e-06, 0.0002997768012551116, 0.011111111111111112, 0.0, 0.0, 0.0, 0.0]"
121,8,d_4_40,Dummy,0,"[0, 0, 0.2135829512240738, 0.15530090477634118, 0]","[None, None, ( id: 4, corrupt: False ), ( id: 8, corrupt: False ), Client id: 47]","[1.349852785325951e-55, 5.414526478227691e-54, 3.1837976398479407e-49, 3.0963220169670405e-46, 1.4406344920927702e-44, 3.2126581150859186e-40, 1.1281442239748692e-37, 1.838172312276976e-35, 6.576851420862398e-32, 5.896231433866222e-29, 1.4021897802779652e-25, 1.9603769029749525e-22, 6.418256172394516e-19, 3.839163024928679e-16, 3.679024969398629e-14, 6.114089831698935e-11, 1.6595474343399438e-07, 3.439809330942792e-05, 0.008919590656130438, 0.0, 0.0, 0.0, 0.0]"
122,9,d_6_48,Dummy,0,"[0, 0, 0.31125946776737046, 0.17359851040292024, 0]","[None, None, ( id: 6, corrupt: False ), ( id: 9, corrupt: False ), Client id: 98]","[8.126775870556471e-58, 1.577565049893209e-56, 1.9603946952091436e-51, 1.9078645504008743e-48, 4.806329036485456e-47, 1.4351988684186098e-42, 6.961346915131415e-40, 6.375004584674082e-38, 4.083036868007501e-34, 2.193573965167419e-31, 5.266649760372102e-28, 7.370663171723057e-25, 2.8776455174570107e-21, 1.7238044941398539e-18, 1.477018792728823e-16, 2.5618212894520854e-13, 8.20105326038763e-10, 2.4485813714754515e-07, 0.0001921911167431502, 0.0, 0.0, 0.0, 0.0]"
123,8,d_6_49,Dummy,0,"[0, 0, 0.22510565724087822, 0.1214261853795749, 0]","[None, None, ( id: 6, corrupt: False ), ( id: 8, corrupt: False ), Client id: 38]","[8.126775870556471e-58, 1.577565049893209e-56, 1.9603946952091436e-51, 1.907864550400874e-48, 4.806329036485456e-47, 1.4351988684186098e-42, 6.961346915131416e-40, 6.375004584674082e-38, 4.083036868007502e-34, 2.1935739651674195e-31, 5.266649760372102e-28, 7.370663171723056e-25, 2.8776455174570103e-21, 1.723804494139854e-18, 1.4770187927288232e-16, 2.5618212894520854e-13, 8.20105326038763e-10, 2.4485813714754515e-07, 0.0001921911167431502, 0.0, 0.0, 0.0, 0.0]"
124,7,d_6_46,Dummy,0,"[0, 0, 0.7440967401179911, 0.22947355818871945, 0]","[None, None, ( id: 6, corrupt: False ), ( id: 7, corrupt: False ), Client id: 67]","[6.897212877983551e-58, 1.1509785823200455e-56, 1.6639190857358734e-51, 1.6193536575135573e-48, 3.506658429680716e-47, 1.0670746133636465e-42, 5.908703179107419e-40, 4.6511513041244567e-38, 3.4661364296489933e-34, 1.600413658259903e-31, 3.842504672108217e-28, 5.377575681410188e-25, 2.139624825437162e-21, 1.281716029362233e-18, 1.0776208538786822e-16, 1.8690838999573885e-13, 6.098575313980179e-10, 1.78646498020913e-07, 0.00014022106986872688, 0.0, 0.0, 0.0, 0.0]"
125,7,d_5_38,Dummy,0,"[0, 0, 0.09802217393470564, 0.4556632758373025, 0]","[None, None, ( id: 5, corrupt: False ), ( id: 7, corrupt: False ), Client id: 9]","[2.213037634325686e-57, 6.872785611242424e-56, 5.332790118852885e-51, 5.189880297500242e-48, 2.0870717052075566e-46, 3.580784764792285e-42, 1.8935002251996073e-39, 2.775895816412109e-37, 1.1113718536549958e-33, 9.700833219294376e-31, 2.317900698546342e-27, 3.218923440083294e-24, 7.139544200957244e-21, 4.256111381612358e-18, 5.820702623713079e-16, 8.968688166927912e-13, 1.892895137532414e-09, 6.392880767535115e-07, 0.000351012526457488, 0.0, 0.0, 0.0, 0.0]"
126,9,d_6_47,Dummy,0,"[0, 0, 0.826233869894759, 0.06207876821768577, 0]","[None, None, ( id: 6, corrupt: False ), ( id: 9, corrupt: False ), Client id: 70]","[4.385067471514465e-58, 7.033758003066945e-57, 1.0578955097887201e-51, 1.0295645483170563e-48, 2.1429579292493264e-47, 6.8649071639973185e-43, 3.756688373135895e-40, 2.842370241409389e-38, 2.2038078413442e-34, 9.780305689366075e-32, 2.3481972996216883e-28, 3.28629624975067e-25, 1.376650900675508e-21, 8.246831751946611e-19, 6.585460773703059e-17, 1.142217938862849e-13, 3.9252563700784376e-10, 1.0917285990166903e-07, 8.569065380866641e-05, 0.008730158730158729, 0.0, 0.0, 0.0]"
127,7,d_6_50,Dummy,0,"[0, 0, 0.21285753301911206, 1.464149093189754, 0]","[None, None, ( id: 6, corrupt: False ), ( id: 7, corrupt: False ), Client id: 16]","[4.158796547889827e-59, 7.78138276333292e-58, 1.0033979515119735e-52, 9.765408992479697e-50, 2.403500911657223e-48, 5.711320322222075e-44, 3.563260431342397e-41, 3.192890710403416e-39, 2.0906936757578068e-35, 1.1053769667686723e-32, 2.657176951925928e-29, 3.7225588208839766e-26, 1.1455179613723204e-22, 6.862466362613594e-20, 7.504849861281105e-18, 1.305895843599571e-14, 3.268123846234389e-11, 1.2892189291404189e-08, 1.2079422056631596e-05, 0.004909225284291815, 0.0, 0.0, 0.0]"
128,7,d_4_41,Dummy,0,"[0, 0, 0.29451802690725054, 0.04107536361897372, 0]","[None, None, ( id: 4, corrupt: False ), ( id: 7, corrupt: False ), Client id: 89]","[4.913128023502163e-59, 1.623168067248008e-57, 1.1715277054657516e-52, 1.1397676595064874e-49, 4.620395194513947e-48, 1.0418610031424098e-43, 4.155754094695035e-41, 6.000119613756328e-39, 2.4309640222579315e-35, 1.9979702446852796e-32, 4.7787459779777013e-29, 6.693165450131032e-26, 2.0863348309039532e-22, 1.2489241709710865e-19, 1.303925206690346e-17, 2.220159845349581e-14, 5.636384629146272e-11, 1.756317020415064e-08, 1.496244083862492e-05, 0.005520884260893863, 0.0, 0.0, 0.0]"
129,9,d_6_51,Dummy,0,"[0, 0, 0.5457098516894783, 0.034808630511811135, 0]","[None, None, ( id: 6, corrupt: False ), ( id: 9, corrupt: False ), Client id: 70]","[6.24238081652819e-60, 1.651336665237804e-58, 1.5061581935570178e-53, 1.465852420954573e-50, 5.15538656146717e-49, 9.039888582481192e-45, 5.348715212083661e-42, 6.856735090291343e-40, 3.1384879024121364e-36, 2.3848854283887774e-33, 5.73822356241471e-30, 8.045220737764054e-27, 1.8135997105557247e-23, 1.0865307186961334e-20, 1.629324469756783e-18, 2.841974849549006e-15, 5.1785926747368624e-12, 2.8720669448510565e-09, 2.997934990834497e-06, 0.0009690271869446846, 0.0, 0.0, 0.0]"
130,9,d_6_52,Dummy,0,"[0, 0, 0.04605733045269521, 0.07787237417640935, 0]","[None, None, ( id: 6, corrupt: False ), ( id: 9, corrupt: False ), Client id: 4]","[6.242380816528191e-60, 1.651336665237804e-58, 1.5061581935570178e-53, 1.4658524209545727e-50, 5.15538656146717e-49, 9.039888582481193e-45, 5.348715212083661e-42, 6.856735090291342e-40, 3.1384879024121364e-36, 2.3848854283887777e-33, 5.73822356241471e-30, 8.045220737764052e-27, 1.813599710555725e-23, 1.0865307186961332e-20, 1.6293244697567832e-18, 2.841974849549006e-15, 5.1785926747368624e-12, 2.872066944851057e-09, 2.997934990834497e-06, 0.0009690271869446846, 0.0, 0.0, 0.0]"
131,9,d_4_42,Dummy,0,"[0, 0, 0.057373555119437765, 0.6693067575167837, 0]","[None, None, ( id: 4, corrupt: False ), ( id: 9, corrupt: False ), Client id: 7]","[3.7577959761343335e-60, 9.950181702161244e-59, 8.993147634536161e-54, 8.750434913094072e-51, 2.874250700222009e-49, 5.982702816115581e-45, 3.1913001768306305e-42, 3.746147950689632e-40, 1.8688930092476393e-36, 1.2567794303099695e-33, 3.0093264445167022e-30, 4.216373091798732e-27, 1.1983165542561578e-23, 7.173912634241508e-21, 8.272431590482485e-19, 1.4147756605349539e-15, 3.2509024608912513e-12, 1.1773657825750638e-09, 1.0879092576990055e-06, 0.0008732648060440121, 0.0, 0.0, 0.0]"
132,7,d_5_39,Dummy,0,"[0, 0, 0.1567110586243944, 0.1353869024612464, 0]","[None, None, ( id: 5, corrupt: False ), ( id: 7, corrupt: False ), Client id: 93]","[2.5917913230873076e-60, 6.286430699182784e-59, 6.24919284574422e-54, 6.08193373174708e-51, 1.9265906613990863e-49, 3.177847242553048e-45, 2.2190963898093358e-42, 2.5634976550971094e-40, 1.3026415785245031e-36, 8.964461564535966e-34, 2.1456580640787013e-30, 2.9863461025359994e-27, 6.344497225771238e-24, 3.7855636840777454e-21, 5.542482151551273e-19, 8.802994250788288e-16, 1.7057420298842492e-12, 7.011556000727768e-10, 5.370567125996269e-07, 0.0004924955676957462, 0.0, 0.0, 0.0]"
133,7,d_4_43,Dummy,0,"[0, 0, 0.01994186183220474, 0.560493021768144, 0]","[None, None, ( id: 4, corrupt: False ), ( id: 7, corrupt: False ), Client id: 20]","[6.293240907249166e-62, 1.5255274473037738e-60, 1.5086898740051917e-55, 1.4680584915374832e-52, 4.4640009060062614e-51, 8.818340437610918e-47, 5.354642933480968e-44, 5.836470833431133e-42, 3.137448255052735e-38, 1.970614027413772e-35, 4.7230641084503157e-32, 6.619459751989381e-29, 1.7668157546572796e-25, 1.0578354177071309e-22, 1.3064850452486897e-20, 2.2426473530487036e-17, 4.819249808701287e-14, 1.9428332219341513e-11, 1.9013623958916788e-08, 1.8196541128439848e-05, 0.003112682982122873, 0.0, 0.0]"
134,7,d_4_44,Dummy,0,"[0, 0, 0.032501559161996006, 0.13186877583854312, 0]","[None, None, ( id: 4, corrupt: False ), ( id: 7, corrupt: False ), Client id: 49]","[5.768804164978401e-62, 1.398400160028459e-60, 1.3829657178380927e-55, 1.3457202839093599e-52, 4.092000830505739e-51, 8.083478734476676e-47, 4.908422689024222e-44, 5.35009826397854e-42, 2.8759942337983396e-38, 1.8063961917959572e-35, 4.329475432746122e-32, 6.067838105990265e-29, 1.6195811084358394e-25, 9.696824662315364e-23, 1.1976112914779658e-20, 2.055760073627978e-17, 4.417645657976179e-14, 1.7809304534396383e-11, 1.7429155295673725e-08, 1.6680162701069857e-05, 0.002853292733612633, 0.0, 0.0]"
135,9,d_5_40,Dummy,0,"[0, 0, 0.1944997246609446, 0.4182466873687354, 0]","[None, None, ( id: 5, corrupt: False ), ( id: 9, corrupt: False ), Client id: 36]","[3.8072428685340037e-62, 8.443877626894074e-61, 9.18175733787256e-56, 8.936116839462382e-53, 2.6009411371112266e-51, 3.947234446840629e-47, 3.26056361393675e-44, 3.461557995050583e-42, 1.9140831359812335e-38, 1.2109314706318935e-35, 2.9011293201221225e-32, 4.0427155669122375e-29, 7.883795592795141e-26, 4.705332625162325e-23, 7.608119774699983e-21, 1.227295544490744e-17, 2.1287336738781598e-14, 1.0289461765412585e-11, 8.83091601664905e-09, 9.794669438627963e-06, 0.001865233992665283, 0.0, 0.0]"
136,7,d_6_53,Dummy,0,"[0, 0, 0.0031903273053460702, 0.2712617173248366, 0]","[None, None, ( id: 6, corrupt: False ), ( id: 7, corrupt: False ), Client id: 42]","[3.17966959579813e-63, 5.10080857633973e-62, 7.673670923007607e-57, 7.468603656862659e-54, 1.6080999024208782e-52, 2.36123014442604e-48, 2.725291352969481e-45, 2.1410992651017975e-43, 1.599836791842611e-39, 7.478415401586394e-37, 1.800850899685843e-33, 2.5266310138266788e-30, 4.740382583350792e-27, 2.840353267399166e-24, 5.137641983985952e-22, 8.980517488208898e-19, 1.3566356473517972e-15, 9.260649402654643e-13, 1.0502262850142539e-09, 1.2997690527601142e-06, 0.0004029927020293182, 0.0, 0.0]"
